Fecha;Tipo_de_festivo
30/05/2022;Navarra
30/05/2022;Valencia
30/05/2022;La Rioja
30/05/2022;Murcia
31/05/2022;Andalucia
31/05/2022;Cataluña
31/05/2022;País Vasco
31/05/2022;Festivos nacionales
31/05/2022;Aragón
31/05/2022;Asturias
31/05/2022;Baleares
31/05/2022;Canarias
31/05/2022;Cantabria
31/05/2022;Castilla y León
31/05/2022;Castilla La Mancha
31/05/2022;Ceuta
31/05/2022;Extremadura
31/05/2022;Galicia
31/05/2022;Madrid
31/05/2022;Melilla
31/05/2022;Navarra
31/05/2022;Valencia
31/05/2022;La Rioja
31/05/2022;Murcia
06/06/2022;Andalucia
06/06/2022;Cataluña
06/06/2022;País Vasco
06/06/2022;Festivos nacionales
06/06/2022;Aragón
06/06/2022;Asturias
06/06/2022;Baleares
06/06/2022;Canarias
06/06/2022;Cantabria
06/06/2022;Castilla y León
06/06/2022;Castilla La Mancha
06/06/2022;Ceuta
06/06/2022;Extremadura
06/06/2022;Galicia
06/06/2022;Madrid
06/06/2022;Melilla
06/06/2022;Navarra
06/06/2022;Valencia
06/06/2022;La Rioja
06/06/2022;Murcia
09/06/2022;Andalucia
09/06/2022;Cataluña
09/06/2022;País Vasco
09/06/2022;Festivos nacionales
09/06/2022;Aragón
09/06/2022;Asturias
09/06/2022;Baleares
09/06/2022;Canarias
09/06/2022;Cantabria
09/06/2022;Castilla y León
09/06/2022;Castilla La Mancha
09/06/2022;Ceuta
09/06/2022;Extremadura
09/06/2022;Galicia
09/06/2022;Madrid
09/06/2022;Melilla
09/06/2022;Navarra
09/06/2022;Valencia
09/06/2022;La Rioja
09/06/2022;Murcia
16/06/2022;Andalucia
16/06/2022;Cataluña
16/06/2022;País Vasco
16/06/2022;Festivos nacionales
16/06/2022;Aragón
16/06/2022;Asturias
16/06/2022;Baleares
16/06/2022;Canarias
16/06/2022;Cantabria
16/06/2022;Castilla y León
16/06/2022;Castilla La Mancha
16/06/2022;Ceuta
16/06/2022;Extremadura
16/06/2022;Galicia
16/06/2022;Madrid
16/06/2022;Melilla
16/06/2022;Navarra
16/06/2022;Valencia
16/06/2022;La Rioja
16/06/2022;Murcia
24/06/2022;Andalucia
24/06/2022;Cataluña
24/06/2022;País Vasco
24/06/2022;Festivos nacionales
24/06/2022;Aragón
24/06/2022;Asturias
24/06/2022;Baleares
24/06/2022;Canarias
24/06/2022;Cantabria
24/06/2022;Castilla y León
24/06/2022;Castilla La Mancha
24/06/2022;Ceuta
24/06/2022;Extremadura
24/06/2022;Galicia
24/06/2022;Madrid
24/06/2022;Melilla
24/06/2022;Navarra
24/06/2022;Valencia
24/06/2022;La Rioja
24/06/2022;Murcia
25/07/2022;Andalucia
25/07/2022;Cataluña
25/07/2022;País Vasco
25/07/2022;Festivos nacionales
25/07/2022;Aragón
25/07/2022;Asturias
25/07/2022;Baleares
25/07/2022;Canarias
25/07/2022;Cantabria
25/07/2022;Castilla y León
25/07/2022;Castilla La Mancha
25/07/2022;Ceuta
25/07/2022;Extremadura
25/07/2022;Galicia
25/07/2022;Madrid
25/07/2022;Melilla
25/07/2022;Navarra
25/07/2022;Valencia
25/07/2022;La Rioja
25/07/2022;Murcia
28/07/2022;Andalucia
28/07/2022;Cataluña
28/07/2022;País Vasco
28/07/2022;Festivos nacionales
28/07/2022;Aragón
28/07/2022;Asturias
28/07/2022;Baleares
28/07/2022;Canarias
28/07/2022;Cantabria
28/07/2022;Castilla y León
28/07/2022;Castilla La Mancha
28/07/2022;Ceuta
28/07/2022;Extremadura
28/07/2022;Galicia
28/07/2022;Madrid
28/07/2022;Melilla
28/07/2022;Navarra
28/07/2022;Valencia
28/07/2022;La Rioja
28/07/2022;Murcia
15/08/2022;Festivos nacionales
08/09/2022;Andalucia
08/09/2022;Cataluña
08/09/2022;País Vasco
08/09/2022;Festivos nacionales
08/09/2022;Aragón
08/09/2022;Asturias
08/09/2022;Baleares
08/09/2022;Canarias
08/09/2022;Cantabria
08/09/2022;Castilla y León
08/09/2022;Castilla La Mancha
08/09/2022;Ceuta
08/09/2022;Extremadura
08/09/2022;Galicia
08/09/2022;Madrid
08/09/2022;Melilla
08/09/2022;Navarra
08/09/2022;Valencia
08/09/2022;La Rioja
08/09/2022;Murcia
11/09/2022;Andalucia
11/09/2022;Cataluña
11/09/2022;País Vasco
11/09/2022;Festivos nacionales
11/09/2022;Aragón
11/09/2022;Asturias
11/09/2022;Baleares
11/09/2022;Canarias
11/09/2022;Cantabria
11/09/2022;Castilla y León
11/09/2022;Castilla La Mancha
11/09/2022;Ceuta
11/09/2022;Extremadura
11/09/2022;Galicia
11/09/2022;Madrid
11/09/2022;Melilla
11/09/2022;Navarra
11/09/2022;Valencia
11/09/2022;La Rioja
11/09/2022;Murcia
15/09/2022;Andalucia
15/09/2022;Cataluña
15/09/2022;País Vasco
15/09/2022;Festivos nacionales
15/09/2022;Aragón
15/09/2022;Asturias
15/09/2022;Baleares
15/09/2022;Canarias
15/09/2022;Cantabria
15/09/2022;Castilla y León
15/09/2022;Castilla La Mancha
15/09/2022;Ceuta
15/09/2022;Extremadura
15/09/2022;Galicia
15/09/2022;Madrid
15/09/2022;Melilla
15/09/2022;Navarra
15/09/2022;Valencia
15/09/2022;La Rioja
15/09/2022;Murcia
09/10/2022;Andalucia
09/10/2022;Cataluña
09/10/2022;País Vasco
09/10/2022;Festivos nacionales
09/10/2022;Aragón
09/10/2022;Asturias
09/10/2022;Baleares
09/10/2022;Canarias
09/10/2022;Cantabria
09/10/2022;Castilla y León
09/10/2022;Castilla La Mancha
09/10/2022;Ceuta
09/10/2022;Extremadura
09/10/2022;Galicia
09/10/2022;Madrid
09/10/2022;Melilla
09/10/2022;Navarra
09/10/2022;Valencia
09/10/2022;La Rioja
09/10/2022;Murcia
12/10/2022;Festivos nacionales
25/10/2022;Andalucia
25/10/2022;Cataluña
25/10/2022;País Vasco
25/10/2022;Festivos nacionales
25/10/2022;Aragón
25/10/2022;Asturias
25/10/2022;Baleares
25/10/2022;Canarias
25/10/2022;Cantabria
25/10/2022;Castilla y León
25/10/2022;Castilla La Mancha
25/10/2022;Ceuta
25/10/2022;Extremadura
25/10/2022;Galicia
25/10/2022;Madrid
25/10/2022;Melilla
25/10/2022;Navarra
25/10/2022;Valencia
25/10/2022;La Rioja
25/10/2022;Murcia
01/11/2022;Festivos nacionales
09/11/2022;Andalucia
09/11/2022;Cataluña
09/11/2022;País Vasco
09/11/2022;Festivos nacionales
09/11/2022;Aragón
09/11/2022;Asturias
09/11/2022;Baleares
09/11/2022;Canarias
09/11/2022;Cantabria
09/11/2022;Castilla y León
09/11/2022;Castilla La Mancha
09/11/2022;Ceuta
09/11/2022;Extremadura
09/11/2022;Galicia
09/11/2022;Madrid
09/11/2022;Melilla
09/11/2022;Navarra
09/11/2022;Valencia
09/11/2022;La Rioja
09/11/2022;Murcia
03/12/2022;Andalucia
03/12/2022;Cataluña
03/12/2022;País Vasco
03/12/2022;Festivos nacionales
03/12/2022;Aragón
03/12/2022;Asturias
03/12/2022;Baleares
03/12/2022;Canarias
03/12/2022;Cantabria
03/12/2022;Castilla y León
03/12/2022;Castilla La Mancha
03/12/2022;Ceuta
03/12/2022;Extremadura
03/12/2022;Galicia
03/12/2022;Madrid
03/12/2022;Melilla
03/12/2022;Navarra
03/12/2022;Valencia
03/12/2022;La Rioja
03/12/2022;Murcia
06/12/2022;Festivos nacionales
07/12/2022;Día Entre Festivos
08/12/2022;Festivos nacionales
24/12/2022;Nochebuena
26/12/2022;Festivos nacionales
31/12/2022;Nochevieja
01/01/2023;Festivos nacionales
06/01/2023;Festivos nacionales
28/02/2023;Cataluña
28/02/2023;País Vasco
28/02/2023;Festivos nacionales
28/02/2023;Andalucia
28/02/2023;Aragón
28/02/2023;Asturias
28/02/2023;Baleares
28/02/2023;Canarias
28/02/2023;Cantabria
28/02/2023;Castilla y León
28/02/2023;Castilla La Mancha
28/02/2023;Ceuta
28/02/2023;Extremadura
28/02/2023;Galicia
28/02/2023;Madrid
28/02/2023;Melilla
28/02/2023;Navarra
28/02/2023;Valencia
28/02/2023;La Rioja
28/02/2023;Murcia
01/03/2023;Andalucia
01/03/2023;Cataluña
01/03/2023;País Vasco
01/03/2023;Festivos nacionales
01/03/2023;Aragón
01/03/2023;Asturias
01/03/2023;Baleares
01/03/2023;Canarias
01/03/2023;Cantabria
01/03/2023;Castilla y León
01/03/2023;Castilla La Mancha
01/03/2023;Ceuta
01/03/2023;Extremadura
01/03/2023;Galicia
01/03/2023;Madrid
01/03/2023;Melilla
01/03/2023;Navarra
01/03/2023;Valencia
01/03/2023;La Rioja
01/03/2023;Murcia
19/03/2023;Andalucia
19/03/2023;Cataluña
19/03/2023;País Vasco
19/03/2023;Festivos nacionales
19/03/2023;Aragón
19/03/2023;Asturias
19/03/2023;Baleares
19/03/2023;Canarias
19/03/2023;Cantabria
19/03/2023;Castilla y León
19/03/2023;Castilla La Mancha
19/03/2023;Ceuta
19/03/2023;Extremadura
19/03/2023;Galicia
19/03/2023;Madrid
19/03/2023;Melilla
19/03/2023;Navarra
19/03/2023;Valencia
19/03/2023;La Rioja
19/03/2023;Murcia
03/04/2023;Día Entre Festivos
04/04/2023;Día Entre Festivos
05/04/2023;Día Entre Festivos
06/04/2023;Cataluña
06/04/2023;País Vasco
06/04/2023;Festivos nacionales
06/04/2023;Andalucia
06/04/2023;Aragón
06/04/2023;Asturias
06/04/2023;Baleares
06/04/2023;Canarias
06/04/2023;Cantabria
06/04/2023;Castilla y León
06/04/2023;Castilla La Mancha
06/04/2023;Ceuta
06/04/2023;Extremadura
06/04/2023;Galicia
06/04/2023;Madrid
06/04/2023;Melilla
06/04/2023;Navarra
06/04/2023;Valencia
06/04/2023;La Rioja
06/04/2023;Murcia
07/04/2023;Festivos nacionales
10/04/2023;Andalucia
10/04/2023;Cataluña
10/04/2023;País Vasco
10/04/2023;Festivos nacionales
10/04/2023;Aragón
10/04/2023;Asturias
10/04/2023;Baleares
10/04/2023;Canarias
10/04/2023;Cantabria
10/04/2023;Castilla y León
10/04/2023;Castilla La Mancha
10/04/2023;Ceuta
10/04/2023;Extremadura
10/04/2023;Galicia
10/04/2023;Madrid
10/04/2023;Melilla
10/04/2023;Navarra
10/04/2023;Valencia
10/04/2023;La Rioja
10/04/2023;Murcia
23/04/2023;Andalucia
23/04/2023;Cataluña
23/04/2023;País Vasco
23/04/2023;Festivos nacionales
23/04/2023;Aragón
23/04/2023;Asturias
23/04/2023;Baleares
23/04/2023;Canarias
23/04/2023;Cantabria
23/04/2023;Castilla y León
23/04/2023;Castilla La Mancha
23/04/2023;Ceuta
23/04/2023;Extremadura
23/04/2023;Galicia
23/04/2023;Madrid
23/04/2023;Melilla
23/04/2023;Navarra
23/04/2023;Valencia
23/04/2023;La Rioja
23/04/2023;Murcia
01/05/2023;Festivos nacionales
02/05/2023;Andalucia
02/05/2023;Cataluña
02/05/2023;País Vasco
02/05/2023;Festivos nacionales
02/05/2023;Aragón
02/05/2023;Asturias
02/05/2023;Baleares
02/05/2023;Canarias
02/05/2023;Cantabria
02/05/2023;Castilla y León
02/05/2023;Castilla La Mancha
02/05/2023;Ceuta
02/05/2023;Extremadura
02/05/2023;Galicia
02/05/2023;Madrid
02/05/2023;Melilla
02/05/2023;Navarra
02/05/2023;Valencia
02/05/2023;La Rioja
02/05/2023;Murcia
15/05/2023;Andalucia
15/05/2023;Cataluña
15/05/2023;País Vasco
15/05/2023;Festivos nacionales
15/05/2023;Aragón
15/05/2023;Asturias
15/05/2023;Baleares
15/05/2023;Canarias
15/05/2023;Cantabria
15/05/2023;Castilla y León
15/05/2023;Castilla La Mancha
15/05/2023;Ceuta
15/05/2023;Extremadura
15/05/2023;Galicia
15/05/2023;Madrid
15/05/2023;Melilla
15/05/2023;Navarra
15/05/2023;Valencia
15/05/2023;La Rioja
15/05/2023;Murcia
17/05/2023;Andalucia
17/05/2023;Cataluña
17/05/2023;País Vasco
17/05/2023;Festivos nacionales
17/05/2023;Aragón
17/05/2023;Asturias
17/05/2023;Baleares
17/05/2023;Canarias
17/05/2023;Cantabria
17/05/2023;Castilla y León
17/05/2023;Castilla La Mancha
17/05/2023;Ceuta
17/05/2023;Extremadura
17/05/2023;Galicia
17/05/2023;Madrid
17/05/2023;Melilla
17/05/2023;Navarra
17/05/2023;Valencia
17/05/2023;La Rioja
17/05/2023;Murcia
29/05/2023;Andalucia
29/05/2023;Cataluña
29/05/2023;País Vasco
29/05/2023;Festivos nacionales
29/05/2023;Aragón
29/05/2023;Asturias
29/05/2023;Baleares
29/05/2023;Canarias
29/05/2023;Cantabria
29/05/2023;Castilla y León
29/05/2023;Castilla La Mancha
29/05/2023;Ceuta
29/05/2023;Extremadura
29/05/2023;Galicia
29/05/2023;Madrid
29/05/2023;Melilla
29/05/2023;Navarra
29/05/2023;Valencia
29/05/2023;La Rioja
29/05/2023;Murcia
30/05/2023;Andalucia
30/05/2023;Cataluña
30/05/2023;País Vasco
30/05/2023;Festivos nacionales
30/05/2023;Aragón
30/05/2023;Asturias
30/05/2023;Baleares
30/05/2023;Canarias
30/05/2023;Cantabria
30/05/2023;Castilla y León
30/05/2023;Castilla La Mancha
30/05/2023;Ceuta
30/05/2023;Extremadura
30/05/2023;Galicia
30/05/2023;Madrid
30/05/2023;Melilla
30/05/2023;Navarra
30/05/2023;Valencia
30/05/2023;La Rioja
30/05/2023;Murcia
31/05/2023;Andalucia
31/05/2023;Cataluña
31/05/2023;País Vasco
31/05/2023;Festivos nacionales
31/05/2023;Aragón
31/05/2023;Asturias
31/05/2023;Baleares
31/05/2023;Canarias
31/05/2023;Cantabria
31/05/2023;Castilla y León
31/05/2023;Castilla La Mancha
31/05/2023;Ceuta
31/05/2023;Extremadura
31/05/2023;Galicia
31/05/2023;Madrid
31/05/2023;Melilla
31/05/2023;Navarra
31/05/2023;Valencia
31/05/2023;La Rioja
31/05/2023;Murcia
08/06/2023;Andalucia
08/06/2023;Cataluña
08/06/2023;País Vasco
08/06/2023;Festivos nacionales
08/06/2023;Aragón
08/06/2023;Asturias
08/06/2023;Baleares
08/06/2023;Canarias
08/06/2023;Cantabria
08/06/2023;Castilla y León
08/06/2023;Castilla La Mancha
08/06/2023;Ceuta
08/06/2023;Extremadura
08/06/2023;Galicia
08/06/2023;Madrid
08/06/2023;Melilla
08/06/2023;Navarra
08/06/2023;Valencia
08/06/2023;La Rioja
08/06/2023;Murcia
09/06/2023;Andalucia
09/06/2023;Cataluña
09/06/2023;País Vasco
09/06/2023;Festivos nacionales
09/06/2023;Aragón
09/06/2023;Asturias
09/06/2023;Baleares
09/06/2023;Canarias
09/06/2023;Cantabria
09/06/2023;Castilla y León
09/06/2023;Castilla La Mancha
09/06/2023;Ceuta
09/06/2023;Extremadura
09/06/2023;Galicia
09/06/2023;Madrid
09/06/2023;Melilla
09/06/2023;Navarra
09/06/2023;Valencia
09/06/2023;La Rioja
09/06/2023;Murcia
24/06/2023;Andalucia
24/06/2023;Cataluña
24/06/2023;País Vasco
24/06/2023;Festivos nacionales
24/06/2023;Aragón
24/06/2023;Asturias
24/06/2023;Baleares
24/06/2023;Canarias
24/06/2023;Cantabria
24/06/2023;Castilla y León
24/06/2023;Castilla La Mancha
24/06/2023;Ceuta
24/06/2023;Extremadura
24/06/2023;Galicia
24/06/2023;Madrid
24/06/2023;Melilla
24/06/2023;Navarra
24/06/2023;Valencia
24/06/2023;La Rioja
24/06/2023;Murcia
25/07/2023;Andalucia
25/07/2023;Cataluña
25/07/2023;País Vasco
25/07/2023;Festivos nacionales
25/07/2023;Aragón
25/07/2023;Asturias
25/07/2023;Baleares
25/07/2023;Canarias
25/07/2023;Cantabria
25/07/2023;Castilla y León
25/07/2023;Castilla La Mancha
25/07/2023;Ceuta
25/07/2023;Extremadura
25/07/2023;Galicia
25/07/2023;Madrid
25/07/2023;Melilla
25/07/2023;Navarra
25/07/2023;Valencia
25/07/2023;La Rioja
25/07/2023;Murcia
28/07/2023;Andalucia
28/07/2023;Cataluña
28/07/2023;País Vasco
28/07/2023;Festivos nacionales
28/07/2023;Aragón
28/07/2023;Asturias
28/07/2023;Baleares
28/07/2023;Canarias
28/07/2023;Cantabria
28/07/2023;Castilla y León
28/07/2023;Castilla La Mancha
28/07/2023;Ceuta
28/07/2023;Extremadura
28/07/2023;Galicia
28/07/2023;Madrid
28/07/2023;Melilla
28/07/2023;Navarra
28/07/2023;Valencia
28/07/2023;La Rioja
28/07/2023;Murcia
15/08/2023;Festivos nacionales
08/09/2023;Andalucia
08/09/2023;Cataluña
08/09/2023;País Vasco
08/09/2023;Festivos nacionales
08/09/2023;Aragón
08/09/2023;Asturias
08/09/2023;Baleares
08/09/2023;Canarias
08/09/2023;Cantabria
08/09/2023;Castilla y León
08/09/2023;Castilla La Mancha
08/09/2023;Ceuta
08/09/2023;Extremadura
08/09/2023;Galicia
08/09/2023;Madrid
08/09/2023;Melilla
08/09/2023;Navarra
08/09/2023;Valencia
08/09/2023;La Rioja
08/09/2023;Murcia
11/09/2023;Andalucia
11/09/2023;Cataluña
11/09/2023;País Vasco
11/09/2023;Festivos nacionales
11/09/2023;Aragón
11/09/2023;Asturias
11/09/2023;Baleares
11/09/2023;Canarias
11/09/2023;Cantabria
11/09/2023;Castilla y León
11/09/2023;Castilla La Mancha
11/09/2023;Ceuta
11/09/2023;Extremadura
11/09/2023;Galicia
11/09/2023;Madrid
11/09/2023;Melilla
11/09/2023;Navarra
11/09/2023;Valencia
11/09/2023;La Rioja
11/09/2023;Murcia
15/09/2023;Andalucia
15/09/2023;Cataluña
15/09/2023;País Vasco
15/09/2023;Festivos nacionales
15/09/2023;Aragón
15/09/2023;Asturias
15/09/2023;Baleares
15/09/2023;Canarias
15/09/2023;Cantabria
15/09/2023;Castilla y León
15/09/2023;Castilla La Mancha
15/09/2023;Ceuta
15/09/2023;Extremadura
15/09/2023;Galicia
15/09/2023;Madrid
15/09/2023;Melilla
15/09/2023;Navarra
15/09/2023;Valencia
15/09/2023;La Rioja
15/09/2023;Murcia
09/10/2023;Andalucia
09/10/2023;Cataluña
09/10/2023;País Vasco
09/10/2023;Festivos nacionales
09/10/2023;Aragón
09/10/2023;Asturias
09/10/2023;Baleares
09/10/2023;Canarias
09/10/2023;Cantabria
09/10/2023;Castilla y León
09/10/2023;Castilla La Mancha
09/10/2023;Ceuta
09/10/2023;Extremadura
09/10/2023;Galicia
09/10/2023;Madrid
09/10/2023;Melilla
09/10/2023;Navarra
09/10/2023;Valencia
09/10/2023;La Rioja
09/10/2023;Murcia
12/10/2023;Festivos nacionales
25/10/2023;Andalucia
25/10/2023;Cataluña
25/10/2023;País Vasco
25/10/2023;Festivos nacionales
25/10/2023;Aragón
25/10/2023;Asturias
25/10/2023;Baleares
25/10/2023;Canarias
25/10/2023;Cantabria
25/10/2023;Castilla y León
25/10/2023;Castilla La Mancha
25/10/2023;Ceuta
25/10/2023;Extremadura
25/10/2023;Galicia
25/10/2023;Madrid
25/10/2023;Melilla
25/10/2023;Navarra
25/10/2023;Valencia
25/10/2023;La Rioja
25/10/2023;Murcia
01/11/2023;Festivos nacionales
09/11/2023;Andalucia
09/11/2023;Cataluña
09/11/2023;País Vasco
09/11/2023;Festivos nacionales
09/11/2023;Aragón
09/11/2023;Asturias
09/11/2023;Baleares
09/11/2023;Canarias
09/11/2023;Cantabria
09/11/2023;Castilla y León
09/11/2023;Castilla La Mancha
09/11/2023;Ceuta
09/11/2023;Extremadura
09/11/2023;Galicia
09/11/2023;Madrid
09/11/2023;Melilla
09/11/2023;Navarra
09/11/2023;Valencia
09/11/2023;La Rioja
09/11/2023;Murcia
03/12/2023;Andalucia
03/12/2023;Cataluña
03/12/2023;País Vasco
03/12/2023;Festivos nacionales
03/12/2023;Aragón
03/12/2023;Asturias
03/12/2023;Baleares
03/12/2023;Canarias
03/12/2023;Cantabria
03/12/2023;Castilla y León
03/12/2023;Castilla La Mancha
03/12/2023;Ceuta
03/12/2023;Extremadura
03/12/2023;Galicia
03/12/2023;Madrid
03/12/2023;Melilla
03/12/2023;Navarra
03/12/2023;Valencia
03/12/2023;La Rioja
03/12/2023;Murcia
06/12/2023;Festivos nacionales
07/12/2023;Día Entre Festivos
08/12/2023;Festivos nacionales
24/12/2023;Nochebuena
25/12/2023;Festivos nacionales
26/12/2023;Andalucia
26/12/2023;Cataluña
26/12/2023;País Vasco
26/12/2023;Festivos nacionales
26/12/2023;Aragón
26/12/2023;Asturias
26/12/2023;Baleares
26/12/2023;Canarias
26/12/2023;Cantabria
26/12/2023;Castilla y León
26/12/2023;Castilla La Mancha
26/12/2023;Ceuta
26/12/2023;Extremadura
26/12/2023;Galicia
26/12/2023;Madrid
26/12/2023;Melilla
26/12/2023;Murcia
26/12/2023;Navarra
26/12/2023;Valencia
26/12/2023;La Rioja
31/12/2023;Nochevieja
