,Real,Pred
4365,105.55,95.50956
4366,105.02,93.69062
4367,99.98,92.35519
4368,96.55,102.24585
4369,95.0,101.774
4370,93.05,101.127396
4371,96.55,101.13678
4372,96.55,101.34976
4373,95.0,101.529236
4374,95.0,101.25314
4375,96.2,100.83852
4376,99.61,101.3589
4377,98.0,101.39548
4378,94.23,101.05141
4379,93.05,99.27812
4380,92.32,96.031876
4381,92.32,91.28725
4382,88.93,84.13626
4383,73.75,77.49251
4384,75.2,72.51113
4385,85.45,69.45641
4386,93.61,75.19905
4387,98.18,90.69614
4388,100.27,101.404144
4389,105.69,104.1861
4390,106.95,102.99152
4391,100.0,100.71062
4392,94.18,96.617966
4393,86.74,94.74976
4394,80.05,92.66565
4395,75.61,91.807175
4396,71.12,90.69742
4397,70.07,89.80798
4398,74.5,87.70722
4399,75.42,84.40971
4400,78.68,82.087036
4401,77.08,79.92214
4402,75.24,77.425674
4403,78.03,73.85443
4404,78.02,69.60737
4405,74.0,65.8216
4406,69.26,62.111095
4407,67.1,58.92106
4408,58.45,57.292152
4409,65.09,56.607616
4410,69.57,60.77688
4411,81.02,74.50542
4412,100.0,89.376396
4413,102.09,96.543594
4414,104.92,97.24246
4415,100.0,95.09653
4416,94.23,90.475395
4417,92.0,87.45951
4418,89.46,86.407425
4419,88.93,87.00655
4420,89.05,88.84273
4421,91.5,92.4202
4422,96.32,96.25762
4423,101.93,97.68417
4424,105.69,98.16672
4425,103.55,98.030304
4426,101.0,97.82807
4427,100.09,97.37103
4428,97.91,96.8716
4429,94.23,95.291306
4430,88.93,93.645905
4431,83.93,92.114105
4432,79.49,92.97252
4433,78.4,95.93965
4434,78.5,97.72742
4435,92.0,98.29613
4436,101.73,98.62288
4437,105.0,98.58812
4438,103.96,97.81618
4439,94.58,95.227516
4440,97.5,94.3822
4441,92.32,91.41069
4442,89.05,89.56477
4443,88.93,89.330086
4444,88.93,90.74354
4445,89.0,94.24223
4446,91.1,98.312744
4447,99.61,99.89873
4448,100.34,100.39729
4449,98.6,100.32241
4450,95.0,99.83521
4451,92.63,99.07393
4452,94.2,98.37128
4453,96.3,96.33054
4454,88.93,93.28256
4455,81.6,90.655396
4456,78.27,92.722275
4457,78.37,97.151375
4458,91.46,99.43385
4459,99.94,100.050446
4460,103.47,100.45151
4461,104.42,100.546684
4462,104.73,99.8483
4463,101.01,97.14058
4464,97.63,94.73515
4465,94.23,91.26999
4466,92.05,89.18846
4467,92.05,88.9046
4468,92.05,89.56099
4469,92.32,92.18764
4470,96.46,96.68254
4471,104.78,99.08977
4472,108.01,99.88866
4473,104.61,99.732544
4474,101.21,98.86645
4475,99.44,97.42265
4476,97.78,95.95946
4477,97.36,92.7889
4478,96.98,89.283585
4479,95.0,85.89619
4480,96.03,86.339645
4481,97.63,92.31163
4482,97.63,97.13675
4483,97.0,99.03206
4484,100.77,99.8365
4485,107.0,100.00118
4486,107.7,99.17415
4487,103.65,96.67801
4488,92.0,102.20198
4489,86.74,98.68046
4490,80.38,95.79964
4491,78.0,94.18303
4492,77.5,93.683266
4493,81.61,94.82056
4494,88.93,99.74841
4495,96.98,103.710434
4496,100.7,105.21689
4497,100.09,105.40988
4498,100.08,104.86604
4499,100.09,102.88071
4500,100.0,100.43807
4501,97.8,96.78053
4502,95.0,92.923035
4503,91.55,90.810745
4504,91.11,92.990295
4505,95.56,98.6637
4506,96.01,103.217224
4507,99.43,104.98874
4508,99.74,105.823364
4509,100.09,106.01755
4510,102.1,105.40387
4511,96.7,103.61881
4512,93.35,93.29727
4513,89.05,90.49693
4514,86.77,89.315094
4515,86.6,88.97023
4516,86.74,89.10422
4517,88.93,90.99859
4518,92.88,95.62708
4519,100.89,98.24812
4520,107.63,99.13314
4521,103.19,99.07718
4522,98.53,98.45062
4523,96.99,97.153175
4524,95.0,95.53038
4525,91.92,93.35628
4526,91.0,90.52892
4527,86.32,87.86873
4528,82.5,87.19673
4529,88.15,92.01381
4530,94.47,96.171326
4531,97.68,98.22475
4532,98.25,99.14902
4533,98.43,99.298645
4534,96.69,98.65219
4535,91.98,96.768524
4536,95.0,92.329346
4537,94.31,90.01376
4538,94.31,88.004425
4539,94.31,87.015144
4540,93.91,86.38826
4541,93.8,86.9861
4542,94.21,88.08614
4543,93.0,87.78606
4544,88.93,87.898636
4545,86.72,87.25044
4546,83.03,85.98241
4547,85.0,84.29178
4548,85.6,82.35033
4549,88.55,80.20942
4550,87.55,76.94285
4551,75.13,74.36862
4552,73.0,74.57447
4553,81.31,81.01732
4554,93.16,89.62996
4555,97.91,94.2976
4556,99.19,96.956085
4557,100.05,97.41758
4558,98.5,95.55386
4559,95.0,91.99573
4560,98.81,94.35405
4561,97.87,89.98157
4562,97.87,86.409546
4563,97.87,84.29972
4564,97.96,82.67372
4565,98.56,82.03752
4566,98.56,80.967255
4567,98.0,78.97693
4568,93.5,78.07786
4569,94.55,78.05419
4570,92.0,78.01645
4571,88.93,77.68729
4572,79.91,76.85271
4573,74.99,76.2651
4574,73.75,74.26636
4575,72.5,71.690384
4576,67.98,69.89577
4577,73.75,71.74757
4578,80.85,84.42666
4579,94.25,94.9826
4580,99.76,100.09364
4581,103.1,101.55121
4582,103.63,101.23441
4583,99.44,99.851105
4584,94.05,103.22496
4585,81.02,100.32314
4586,74.0,98.39307
4587,72.92,97.78299
4588,73.06,98.10077
4589,76.12,100.110405
4590,94.83,104.133766
4591,102.07,106.37767
4592,105.98,107.32516
4593,101.8,107.41292
4594,95.94,107.28476
4595,92.0,106.91108
4596,91.16,106.45924
4597,87.53,104.284546
4598,86.47,101.866035
4599,74.99,99.325554
4600,73.65,98.50799
4601,72.9,101.69943
4602,72.8,105.35437
4603,72.68,106.92325
4604,84.73,107.73892
4605,101.8,107.89449
4606,102.26,107.5112
4607,95.44,106.036896
4608,88.61,92.26928
4609,83.4,90.25815
4610,81.02,89.08823
4611,81.02,88.651596
4612,83.01,88.57443
4613,88.93,89.42473
4614,98.01,92.187195
4615,101.53,94.64029
4616,106.97,95.552704
4617,101.27,95.48892
4618,100.05,94.79789
4619,97.0,93.860535
4620,98.97,93.07297
4621,97.96,91.3547
4622,95.28,89.72187
4623,92.17,87.77136
4624,91.92,87.24644
4625,95.97,89.498634
4626,98.01,92.60948
4627,97.72,94.5071
4628,98.97,95.461655
4629,98.52,95.74342
4630,97.0,95.283745
4631,92.05,93.76741
4632,98.97,90.059235
4633,95.94,87.797646
4634,88.93,86.35759
4635,86.55,85.841545
4636,79.01,86.00474
4637,78.0,87.47291
4638,87.55,90.57337
4639,90.05,93.09308
4640,90.05,94.10954
4641,88.19,94.24312
4642,84.0,93.97322
4643,92.0,93.32266
4644,95.41,92.470924
4645,88.55,90.7069
4646,76.65,89.084984
4647,74.99,87.27472
4648,73.75,86.92693
4649,73.74,89.75258
4650,72.9,92.70637
4651,74.99,93.76452
4652,87.5,94.28259
4653,88.11,94.332245
4654,85.5,93.378494
4655,75.68,91.2659
4656,81.0,86.92827
4657,72.67,85.25029
4658,70.99,84.06324
4659,69.94,83.546295
4660,69.61,83.260864
4661,69.86,83.901764
4662,72.57,86.88152
4663,76.64,89.710014
4664,93.05,90.93728
4665,89.04,90.89641
4666,91.36,90.1885
4667,93.05,88.940125
4668,94.79,88.07439
4669,90.86,86.661385
4670,96.11,84.99713
4671,96.11,82.938416
4672,96.05,82.17209
4673,95.68,84.65012
4674,94.64,88.12239
4675,96.7,90.10543
4676,96.3,90.986244
4677,98.0,91.127464
4678,96.59,90.46294
4679,90.8,88.6169
4680,87.55,86.34024
4681,75.75,84.52268
4682,71.78,83.23663
4683,70.99,82.443146
4684,70.99,81.85153
4685,76.67,83.123604
4686,90.0,87.126114
4687,97.43,89.75635
4688,101.55,90.426414
4689,97.91,90.39319
4690,93.37,90.008354
4691,90.42,89.37239
4692,89.06,88.53843
4693,90.01,86.972084
4694,90.0,85.15467
4695,87.0,82.80623
4696,82.86,81.42806
4697,84.74,84.37213
4698,90.0,87.85601
4699,93.05,89.659805
4700,96.05,90.36643
4701,94.9,90.431465
4702,92.36,89.74129
4703,81.17,88.16902
4704,93.0,90.54562
4705,89.92,88.86523
4706,88.93,87.05663
4707,87.55,86.07559
4708,88.56,85.5189
4709,87.55,86.84023
4710,83.25,88.55144
4711,85.25,88.409
4712,90.05,88.13599
4713,90.05,87.59579
4714,90.05,86.64414
4715,92.09,85.09851
4716,93.15,83.382355
4717,96.05,80.75653
4718,95.97,76.57716
4719,91.26,71.92379
4720,86.74,69.25165
4721,86.4,77.27977
4722,83.99,88.0295
4723,89.0,92.466965
4724,96.11,94.26567
4725,101.3,94.83913
4726,100.52,94.31942
4727,96.11,92.65006
4728,92.09,93.69966
4729,88.0,91.36453
4730,80.2,89.243385
4731,85.55,88.30786
4732,86.55,87.66314
4733,86.6,88.04892
4734,86.74,88.90397
4735,86.32,88.27974
4736,73.14,88.097046
4737,72.49,87.7774
4738,71.36,87.17836
4739,70.86,85.75333
4740,70.39,83.54424
4741,71.87,80.68126
4742,72.49,75.4968
4743,44.66,70.09907
4744,6.999999999999993,66.74227
4745,22.5,66.017586
4746,58.02,72.2515
4747,74.62,84.35977
4748,85.28,93.167244
4749,96.11,96.02835
4750,100.38,95.90386
4751,97.43,93.81882
4752,96.96,87.34895
4753,94.38,83.239334
4754,92.09,79.77741
4755,92.25,77.73724
4756,92.09,76.63424
4757,94.37,78.9347
4758,95.0,86.05331
4759,99.66,91.243065
4760,105.05,93.63535
4761,98.99,93.720085
4762,95.0,93.0343
4763,95.59,92.09081
4764,98.12,91.62272
4765,99.26,89.82813
4766,100.0,87.54449
4767,99.44,84.83552
4768,98.31,83.53855
4769,97.4,86.07735
4770,100.0,90.58593
4771,107.57,93.51312
4772,108.82,94.921524
4773,109.28,95.23745
4774,103.86,94.80423
4775,97.78,92.963974
4776,101.26,100.34055
4777,99.74,96.477806
4778,95.0,93.773506
4779,94.0,92.18392
4780,97.55,91.76834
4781,99.74,94.981445
4782,101.05,100.667625
4783,108.57,103.484726
4784,111.36,104.32069
4785,102.11,104.36679
4786,99.74,103.94606
4787,99.74,103.243195
4788,100.5,102.56871
4789,102.0,100.55159
4790,101.21,97.67088
4791,100.0,95.728325
4792,99.6,95.74664
4793,99.6,98.264885
4794,98.34,101.6681
4795,106.0,103.3737
4796,108.65,104.05707
4797,109.97,104.096275
4798,106.0,102.87892
4799,102.01,100.080505
4800,110.5,101.39699
4801,109.5,98.89101
4802,108.21,96.97363
4803,107.0,96.85367
4804,108.0,97.715065
4805,109.15,100.13954
4806,109.26,104.5837
4807,109.13,107.41664
4808,108.45,108.4409
4809,105.75,108.37395
4810,103.9,107.99013
4811,103.9,107.220024
4812,105.0,106.22028
4813,105.13,104.06012
4814,105.0,102.3161
4815,103.28,101.22728
4816,101.45,100.645096
4817,100.83,103.204544
4818,101.78,106.52704
4819,108.45,107.833046
4820,110.64,108.57976
4821,110.0,108.58302
4822,108.45,107.621254
4823,105.0,105.026596
4824,105.0,105.04408
4825,101.45,102.824936
4826,100.0,101.17239
4827,99.79,100.44007
4828,100.0,99.93031
4829,100.45,100.71951
4830,101.49,102.4833
4831,104.0,105.642426
4832,105.25,108.38898
4833,105.0,109.02372
4834,102.1,108.78392
4835,101.6,108.006454
4836,102.0,107.61755
4837,100.27,106.29587
4838,100.0,104.50038
4839,98.0,104.09128
4840,96.0,104.65196
4841,95.75,106.57156
4842,95.96,109.23713
4843,102.0,110.56833
4844,105.0,111.37971
4845,105.25,111.53961
4846,106.04,110.66728
4847,104.0,109.04965
4848,105.5,102.89004
4849,104.68,100.70964
4850,101.95,99.26759
4851,99.85,98.6913
4852,99.21,98.509155
4853,99.21,99.15339
4854,101.95,100.61041
4855,105.63,102.497635
4856,106.91,103.92859
4857,104.1,103.53281
4858,98.01,102.76143
4859,94.03,102.318344
4860,89.53,102.19013
4861,79.19,101.01222
4862,78.37,99.1158
4863,76.7,97.69398
4864,75.8,96.57207
4865,85.45,97.236725
4866,92.54,101.18453
4867,98.96,104.734024
4868,100.03,106.468
4869,100.03,106.833954
4870,104.97,106.12516
4871,98.69,104.763824
4872,96.01,102.57152
4873,93.45,101.12315
4874,88.0,98.94414
4875,87.62,97.80795
4876,89.0,97.02121
4877,92.45,96.192
4878,95.45,95.207146
4879,95.45,93.81195
4880,98.0,93.07949
4881,96.79,92.41332
4882,95.21,90.92547
4883,91.93,88.41896
4884,88.0,84.341705
4885,93.45,79.317986
4886,86.6,73.60388
4887,77.8,68.95737
4888,73.49,66.761284
4889,77.72,69.70385
4890,85.07,82.50529
4891,90.21,95.5287
4892,101.95,102.19603
4893,105.07,104.28969
4894,106.23,104.43156
4895,103.5,103.79137
4896,103.08,101.72394
4897,99.85,100.276054
4898,95.95,98.380325
4899,95.95,97.123856
4900,93.45,96.08702
4901,93.45,95.193535
4902,95.95,94.43837
4903,95.08,92.339325
4904,95.48,90.38656
4905,90.45,88.29495
4906,84.2,84.78436
4907,86.47,80.07794
4908,88.0,75.40731
4909,93.45,71.29034
4910,90.45,66.68678
4911,82.99,63.515686
4912,77.9,61.940903
4913,77.7,61.40549
4914,80.4,62.392124
4915,87.77,68.82992
4916,99.85,84.20077
4917,109.66,96.12954
4918,111.09,101.10884
4919,108.23,101.79933
4920,97.01,102.166336
4921,92.0,100.61391
4922,87.02,98.9498
4923,86.6,98.33746
4924,86.7,98.50156
4925,88.0,99.38699
4926,94.66,101.29317
4927,97.3,103.02799
4928,102.0,103.89321
4929,99.06,103.68875
4930,98.53,103.13303
4931,100.0,102.43121
4932,103.59,102.12579
4933,104.46,101.00887
4934,105.0,99.686935
4935,105.0,98.72981
4936,104.29,98.32927
4937,103.59,99.76456
4938,103.41,101.969376
4939,105.61,103.494095
4940,108.23,104.2939
4941,106.79,104.442154
4942,106.12,104.1496
4943,103.59,103.07016
4944,102.87,102.2749
4945,101.36,100.73045
4946,98.85,99.880196
4947,98.85,99.965034
4948,98.7,100.15779
4949,96.53,101.051895
4950,101.07,103.05835
4951,104.29,104.535545
4952,104.54,105.100716
4953,104.29,104.596504
4954,101.36,103.50276
4955,100.59,102.6306
4956,101.0,102.31271
4957,98.85,101.65547
4958,98.69,100.48494
4959,96.52,99.606186
4960,93.05,99.468765
4961,88.75,101.10712
4962,96.52,103.43778
4963,98.85,104.829445
4964,99.1,105.4276
4965,99.3,105.398224
4966,99.3,104.67786
4967,93.89,102.86594
4968,82.59,97.75548
4969,79.1,96.788055
4970,74.1,96.19676
4971,76.2,96.22917
4972,73.86,96.37538
4973,79.77,96.808105
4974,97.5,98.326355
4975,100.85,100.02263
4976,102.35,101.04512
4977,104.29,100.46347
4978,101.42,99.4905
4979,103.59,99.13542
4980,109.58,99.18002
4981,106.27,98.241104
4982,104.54,96.96663
4983,104.54,96.15046
4984,103.01,95.909584
4985,103.59,97.16378
4986,98.35,99.37761
4987,96.45,100.879944
4988,98.35,101.651886
4989,100.86,101.76329
4990,100.0,101.07617
4991,92.62,99.17845
4992,101.15,97.77051
4993,97.5,96.790146
4994,98.0,95.9751
4995,98.65,95.851234
4996,99.0,95.92386
4997,100.03,96.45603
4998,102.02,98.200584
4999,102.02,100.15936
5000,103.23,101.151855
5001,102.92,101.1413
5002,100.0,100.691956
5003,99.0,100.07723
5004,101.18,99.73818
5005,99.0,98.581726
5006,94.75,97.52077
5007,87.0,96.64175
5008,87.96,95.972725
5009,92.55,97.04237
5010,92.0,99.230316
5011,95.0,100.6051
5012,102.92,101.386635
5013,107.25,101.52864
5014,106.84,100.94872
5015,101.99,99.29628
5016,102.82,100.80745
5017,101.69,99.361
5018,100.79,98.461655
5019,100.0,98.392654
5020,98.38,98.596214
5021,95.01,99.84632
5022,101.05,102.38164
5023,103.49,103.78198
5024,104.02,104.16607
5025,102.5,104.027855
5026,101.06,103.4418
5027,100.12,102.73253
5028,100.0,102.223564
5029,99.18,101.31616
5030,100.25,100.190506
5031,92.18,99.061935
5032,80.0,98.34125
5033,73.49,99.797516
5034,70.99,101.979385
5035,72.6,103.27232
5036,92.55,103.956314
5037,101.09,104.07356
5038,101.53,103.57476
5039,94.0,102.25086
5040,75.35,98.60325
5041,75.0,97.77103
5042,72.65,96.934586
5043,74.0,96.77426
5044,73.21,96.710266
5045,72.65,96.513306
5046,73.75,96.435165
5047,71.9,96.16731
5048,71.6,96.0448
5049,68.0,96.053894
5050,60.99,96.05644
5051,59.6,95.71305
5052,58.2,95.15932
5053,59.41,94.66422
5054,50.1,93.30948
5055,19.189999999999998,91.89336
5056,2.670000000000009,90.989655
5057,13.32,91.94575
5058,50.7,94.79833
5059,66.46,97.83423
5060,71.77,100.01991
5061,75.0,100.94203
5062,76.55,100.84311
5063,74.0,100.061905
5064,76.65,88.170105
5065,75.0,86.6759
5066,70.1,85.30974
5067,72.99,84.80647
5068,74.15,84.57412
5069,75.35,84.48498
5070,75.85,84.97672
5071,76.01,84.59018
5072,76.55,84.48335
5073,69.74,84.37207
5074,64.2,84.09287
5075,65.09,83.684586
5076,65.09,83.18719
5077,69.49,82.86385
5078,72.1,81.965866
5079,64.99,81.043785
5080,63.99,80.42869
5081,64.1,80.86533
5082,67.49,83.40738
5083,81.0,86.60057
5084,100.38,89.07475
5085,108.41,90.19063
5086,110.68,90.390366
5087,105.88,89.74395
5088,101.06,77.631035
5089,100.03,75.59081
5090,100.32,74.19461
5091,100.0,73.64852
5092,98.55,73.57735
5093,100.97,75.114914
5094,101.17,78.12016
5095,104.64,80.07194
5096,105.18,80.8329
5097,104.75,80.9196
5098,104.31,80.782974
5099,104.56,80.464
5100,104.64,80.157684
5101,104.64,79.20343
5102,104.56,78.03714
5103,103.12,76.82518
5104,101.06,76.125534
5105,102.51,77.17123
5106,101.06,79.1004
5107,108.41,80.37268
5108,105.82,81.02526
5109,106.49,81.1884
5110,104.97,80.631195
5111,100.97,79.15626
5112,105.23,80.26358
5113,103.23,78.85642
5114,100.96,77.791916
5115,100.96,77.56805
5116,102.5,77.52634
5117,105.65,78.65345
5118,110.0,81.663345
5119,112.37,83.55711
5120,113.51,84.09094
5121,111.55,83.70039
5122,107.93,82.74329
5123,107.49,81.612076
5124,107.52,80.98987
5125,107.31,80.14692
5126,106.32,78.61005
5127,105.0,76.60916
5128,100.85,75.547066
5129,100.85,77.331604
5130,100.85,80.42085
5131,107.52,82.60393
5132,108.82,83.72749
5133,110.0,83.93419
5134,107.98,83.30186
5135,106.0,81.28943
5136,110.0,92.84384
5137,102.85,90.75236
5138,96.0,89.786964
5139,93.34,89.813286
5140,94.82,90.08834
5141,99.0,91.81201
5142,108.79,94.71571
5143,112.22,96.35766
5144,115.0,96.89868
5145,114.68,96.77072
5146,110.77,96.44453
5147,110.0,96.04766
5148,108.0,95.721954
5149,105.01,94.46892
5150,99.76,93.088196
5151,91.0,91.68688
5152,88.91,90.077736
5153,95.97,91.09633
5154,102.85,93.857025
5155,105.0,95.66182
5156,112.66,96.63316
5157,116.74,96.70381
5158,116.86,96.20689
5159,115.51,94.12941
5160,110.71,111.40602
5161,107.75,108.35138
5162,105.27,106.43271
5163,103.63,106.12485
5164,102.85,106.232544
5165,104.0,107.584175
5166,106.37,111.484314
5167,107.12,114.55255
5168,112.66,115.70073
5169,112.1,115.63379
5170,108.14,115.235275
5171,102.85,114.18385
5172,101.0,113.46713
5173,97.8,111.21319
5174,83.0,107.80839
5175,77.95,105.27546
5176,77.75,102.9628
5177,77.95,106.014885
5178,85.0,110.95863
5179,100.5,114.0285
5180,111.91,115.485695
5181,115.27,115.81607
5182,115.02,115.51395
5183,111.91,114.61377
5184,103.81,106.980064
5185,102.84,103.35626
5186,99.44,99.26752
5187,99.0,95.75384
5188,99.0,93.187325
5189,102.11,91.96207
5190,103.24,92.66817
5191,106.5,92.61451
5192,108.01,92.19802
5193,106.5,91.42931
5194,103.86,89.6059
5195,103.08,87.93862
5196,102.99,86.830765
5197,102.84,84.72055
5198,99.5,82.436615
5199,84.01,80.17832
5200,75.13,80.08237
5201,71.11,85.667435
5202,71.11,96.625336
5203,76.01,106.22328
5204,101.99,110.31691
5205,103.86,111.34602
5206,104.0,111.109184
5207,103.24,110.05698
5208,101.24,105.31462
5209,97.0,102.22739
5210,90.36,98.87323
5211,89.25,97.15779
5212,83.4,96.08232
5213,83.3,95.38809
5214,89.0,95.49043
5215,89.74,94.96738
5216,89.5,94.898155
5217,73.1,94.58418
5218,61.97,93.64693
5219,55.92,92.098816
5220,53.53,89.755974
5221,45.0,86.718925
5222,20.0,82.653534
5223,6.999999999999993,79.01336
5224,0.8999999999999986,75.5036
5225,1.9299999999999997,72.77585
5226,12.780000000000001,76.316475
5227,59.98,89.18164
5228,81.0,100.83432
5229,98.45,105.965485
5230,100.66,106.75417
5231,90.24,105.358505
5232,101.24,92.87422
5233,92.79,88.11232
5234,89.87,83.23545
5235,89.74,78.74247
5236,89.5,73.61069
5237,89.87,69.39551
5238,90.24,66.92316
5239,89.74,64.086975
5240,90.24,63.227356
5241,73.38,60.728943
5242,70.0,57.431313
5243,72.5,54.377956
5244,72.8,51.628246
5245,76.0,49.168644
5246,75.47,47.364056
5247,72.4,45.882755
5248,65.49,45.041115
5249,62.99,44.80168
5250,72.3,46.370346
5251,87.19,62.66639
5252,102.35,86.7288
5253,106.67,97.570015
5254,107.57,99.781685
5255,106.67,98.916954
5256,108.56,101.25119
5257,106.28,98.99206
5258,100.14,96.668144
5259,100.0,94.75969
5260,102.35,93.39249
5261,106.57,95.42297
5262,111.0,100.46944
5263,112.11,102.78308
5264,112.15,103.652405
5265,110.41,103.84282
5266,108.52,103.79032
5267,107.25,103.36928
5268,107.25,102.76614
5269,107.15,101.59726
5270,105.0,100.20391
5271,99.44,98.72211
5272,97.95,97.34135
5273,101.01,98.49411
5274,104.28,101.00428
5275,107.23,102.719284
5276,110.64,103.80751
5277,114.07,104.11693
5278,112.45,103.809265
5279,110.0,102.69368
5280,113.5,110.081055
5281,111.0,107.64923
5282,106.87,106.263115
5283,106.5,105.88771
5284,109.81,105.71053
5285,112.23,107.16121
5286,114.64,110.24601
5287,117.15,111.84299
5288,119.0,112.48434
5289,117.15,112.40314
5290,112.86,111.997475
5291,112.49,111.152054
5292,112.02,110.45405
5293,111.25,109.13932
5294,107.68,107.159775
5295,104.01,104.11133
5296,102.02,100.63718
5297,104.0,100.66828
5298,104.54,106.162186
5299,116.29,110.3748
5300,120.0,112.05
5301,120.0,112.45778
5302,117.15,112.170074
5303,112.86,110.563034
5304,112.86,114.5964
5305,107.0,111.63487
5306,103.0,109.80759
5307,99.48,109.35103
5308,100.45,108.8656
5309,105.73,108.97049
5310,115.0,113.14699
5311,118.57,116.56976
5312,121.61,117.73103
5313,120.0,116.57665
5314,116.16,114.37921
5315,115.01,111.16223
5316,114.81,109.26965
5317,114.81,105.93423
5318,113.0,101.856445
5319,110.1,97.25313
5320,108.8,92.791794
5321,110.46,89.452805
5322,115.0,91.72308
5323,124.75,105.22496
5324,125.43,114.8112
5325,125.00999999999999,117.39367
5326,121.29999999999998,117.24829
5327,117.52,115.38272
5328,118.06,116.55385
5329,112.4,114.424736
5330,110.0,113.290665
5331,107.0,112.51889
5332,105.51,111.58099
5333,107.45,111.65891
5334,115.81,113.8288
5335,120.0,117.84406
5336,120.77000000000001,119.63893
5337,120.0,118.48219
5338,115.81,116.500595
5339,113.25,113.85242
5340,111.0,112.102844
5341,112.19,108.72386
5342,113.25,105.32539
5343,109.29,102.58104
5344,107.01,99.221245
5345,111.4,97.98585
5346,123.50999999999999,103.42917
5347,128.37,114.20293
5348,130.0,120.697014
5349,128.77,122.613335
5350,123.18,122.11304
5351,115.81,120.85509
5352,119.22,118.21387
5353,114.46,114.7648
5354,107.51,112.653114
5355,104.5,111.64211
5356,101.52,112.31116
5357,105.0,114.85793
5358,113.73,117.89818
5359,119.22,121.29297
5360,121.93,122.90691
5361,120.0,122.50447
5362,117.87,120.6192
5363,117.87,118.5121
5364,118.72,116.75011
5365,119.22,114.29207
5366,119.22,112.50712
5367,117.87,111.61865
5368,115.0,111.341835
5369,117.87,114.22356
5370,117.87,118.76424
5371,120.67000000000002,122.18036
5372,126.0,123.51243
5373,128.54,123.319855
5374,128.01,120.879715
5375,123.18,117.66978
5376,124.59,118.19037
5377,123.35,115.83069
5378,120.0,113.48869
5379,118.05,111.946014
5380,115.25,111.16878
5381,115.25,110.54826
5382,118.05,111.27045
5383,119.97,113.37638
5384,121.5,114.918365
5385,120.67000000000002,114.04018
5386,120.02,112.99956
5387,115.95,111.00404
5388,108.0,111.08383
5389,105.18,108.845215
5390,95.9,105.86371
5391,89.74,103.51602
5392,89.14,102.19763
5393,90.74,104.40998
5394,107.32,114.64783
5395,120.65,121.56813
5396,125.98000000000002,123.47277
5397,130.0,123.89788
5398,129.73,123.357315
5399,126.17,121.82495
5400,124.91,129.65268
5401,123.1,127.238525
5402,121.5,123.862335
5403,121.08,120.781624
5404,120.92,118.286285
5405,120.92,117.08275
5406,120.92,118.19262
5407,116.75,121.01389
5408,111.35,123.08469
5409,112.97,121.384346
5410,108.0,118.908295
5411,105.97,114.50244
5412,100.97,111.46344
5413,105.91,106.109116
5414,99.8,100.78374
5415,89.14,96.51181
5416,84.67,94.379486
5417,84.47,99.50212
5418,84.97,115.31556
5419,96.07,126.27988
5420,119.5,129.83405
5421,122.49,130.8114
5422,123.09,130.94286
5423,121.08,130.43066
5424,102.0,123.8826
5425,89.5,122.26834
5426,85.84,119.58984
5427,85.49,116.81789
5428,84.99,114.70381
5429,85.49,113.69241
5430,89.1,116.225845
5431,90.24,120.99887
5432,92.93,123.79953
5433,89.14,124.02663
5434,85.83,123.27307
5435,84.99,122.51454
5436,84.99,121.79441
5437,84.99,120.23808
5438,85.74,118.42464
5439,84.4,114.12013
5440,83.0,112.05697
5441,82.7,114.80313
5442,82.6,121.24584
5443,84.9,124.80285
5444,90.24,125.83098
5445,109.35,126.06766
5446,105.0,125.97485
5447,90.74,125.84932
5448,87.5,105.28462
5449,84.7,102.62951
5450,83.49,99.82092
5451,82.49,98.21387
5452,82.09,96.32612
5453,82.49,96.0008
5454,84.6,99.49956
5455,85.0,103.95065
5456,86.0,106.00717
5457,84.9,105.70408
5458,84.4,104.70479
5459,84.6,102.916145
5460,84.99,101.370804
5461,89.14,98.76807
5462,89.99,93.53471
5463,86.41,88.55692
5464,85.0,85.197495
5465,84.99,82.98727
5466,85.36,89.51874
5467,96.8,101.07594
5468,107.02,106.41112
5469,120.0,107.974495
5470,112.03,108.20566
5471,94.0,108.00191
5472,90.24,96.22102
5473,84.9,93.209335
5474,84.4,90.39316
5475,84.1,89.12724
5476,83.99,88.2908
5477,84.4,88.54837
5478,90.1,91.04616
5479,102.99,94.49708
5480,113.01,96.281
5481,114.9,96.08349
5482,100.0,95.72153
5483,101.07,95.05083
5484,105.45,94.50404
5485,113.36,93.469955
5486,116.38,91.56215
5487,116.38,89.526825
5488,112.0,87.637184
5489,110.0,87.600494
5490,110.35,91.355515
5491,116.75,95.83709
5492,125.53,98.84092
5493,126.84,99.782745
5494,125.64,99.409515
5495,116.91,97.941925
5496,103.21,100.12207
5497,91.02,98.61244
5498,89.5,97.59317
5499,89.14,97.04325
5500,89.14,95.926544
5501,89.5,94.7939
5502,112.0,95.30997
5503,119.85,96.08863
5504,125.0,96.87634
5505,120.0,96.518295
5506,113.05,96.07667
5507,115.0,94.97379
5508,119.65,94.71479
5509,121.1,93.26427
5510,120.0,90.552155
5511,116.86,88.356255
5512,116.86,87.69322
5513,116.44,88.87544
5514,116.86,93.194954
5515,126.78,98.88945
5516,128.12,101.982315
5517,129.37,102.679794
5518,127.6,102.101395
5519,125.65,100.51514
5520,120.5,109.01147
5521,119.04,106.99323
5522,117.49,104.976425
5523,116.0,103.55274
5524,115.45,102.55196
5525,116.0,102.731155
