,MAE,MAE (median),MAPE,WMAPE,RMSE,% Trend,Dias,Variables
0,10.95,7.63,141.58,9.78,16.97,84.01,150,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'lag_1_semana', 'Temperatura']"
0,10.74,7.27,154.12,9.59,17.13,83.87,220,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'lag_1_semana', 'Temperatura']"
0,11.77,7.73,148.89,10.51,19.02,84.0,365,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'lag_1_semana', 'Temperatura']"
0,12.84,8.64,176.52,11.47,20.82,83.94,No Rolling,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'lag_1_semana', 'Temperatura']"
0,19.53,10.34,101.86,17.45,37.09,82.69,7,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent']"
0,14.49,9.28,99.8,12.94,22.82,83.53,21,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent']"
0,11.9,7.72,109.3,10.63,18.79,83.58,30,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent']"
0,10.8,7.09,133.84,9.65,17.03,83.99,60,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent']"
0,10.72,7.37,147.95,9.58,16.67,83.99,90,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent']"
0,10.8,7.36,165.29,9.65,16.81,83.98,150,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent']"
0,11.08,7.81,158.85,9.9,17.14,83.87,220,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent']"
0,12.27,8.3,161.5,10.96,18.98,83.78,365,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent']"
0,13.17,9.22,182.35,11.77,20.75,83.81,No Rolling,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent']"
0,20.99,9.93,92.23,18.75,50.18,82.61,7,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2']"
0,14.41,9.28,98.99,12.88,22.27,83.43,21,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2']"
0,11.94,8.24,115.57,10.67,18.74,83.72,30,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2']"
0,10.9,7.21,136.53,9.74,17.22,84.04,60,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2']"
0,10.85,7.45,154.57,9.69,16.85,83.87,90,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2']"
0,10.86,7.3,164.33,9.7,16.88,83.96,150,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2']"
0,10.92,7.41,154.86,9.75,17.08,83.91,220,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2']"
0,11.93,8.04,153.43,10.66,18.85,83.78,365,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2']"
0,12.83,8.57,181.82,11.46,20.79,83.79,No Rolling,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2']"
0,18.33,10.71,108.49,16.38,31.18,82.36,7,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Prevision_Demanda']"
0,13.68,8.69,105.39,12.22,21.86,83.45,21,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Prevision_Demanda']"
0,11.88,7.82,120.43,10.62,18.74,83.54,30,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Prevision_Demanda']"
0,10.71,7.04,143.69,9.57,16.99,84.03,60,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Prevision_Demanda']"
0,10.79,7.34,160.08,9.64,16.77,83.89,90,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Prevision_Demanda']"
0,10.6,6.97,153.69,9.47,16.67,83.97,150,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Prevision_Demanda']"
0,10.9,7.36,156.46,9.74,17.05,83.82,220,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Prevision_Demanda']"
0,12.03,7.93,160.7,10.75,18.82,83.65,365,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Prevision_Demanda']"
0,12.92,8.74,182.05,11.54,20.58,83.43,No Rolling,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Prevision_Demanda']"
0,18.33,10.71,108.49,16.38,31.18,82.36,7,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Prevision_Eol_Fotov']"
0,13.68,8.69,105.39,12.22,21.86,83.45,21,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Prevision_Eol_Fotov']"
0,11.88,7.82,120.43,10.62,18.74,83.54,30,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Prevision_Eol_Fotov']"
0,10.71,7.04,143.69,9.57,16.99,84.03,60,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Prevision_Eol_Fotov']"
0,10.79,7.34,160.08,9.64,16.77,83.89,90,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Prevision_Eol_Fotov']"
