,MAE,MAE (median),MAPE,WMAPE,RMSE,% Trend,Dias,Variables
0,13.37,8.55,114.77,11.94,21.28,83.67,21,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Brent']"
0,11.29,7.67,114.02,10.09,17.84,83.84,30,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Brent']"
0,10.71,7.11,137.0,9.57,17.02,84.15,60,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Brent']"
0,10.86,7.63,141.94,9.7,16.7,84.0,90,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Brent']"
0,11.34,8.2,136.64,10.13,17.11,83.84,150,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Brent']"
0,11.2,7.85,140.98,10.0,17.33,83.7,220,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Brent']"
0,12.31,8.37,145.87,11.0,19.07,83.66,365,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Brent']"
0,13.26,9.2,177.17,11.85,20.81,83.73,No Rolling,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Brent']"
0,17.13,9.54,153.7,15.3,32.15,82.91,7,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Api2']"
0,13.42,8.78,106.57,11.99,20.85,83.5,21,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Api2']"
0,11.52,7.89,120.66,10.29,18.26,83.81,30,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Api2']"
0,10.77,7.26,144.86,9.62,17.01,84.1,60,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Api2']"
0,10.73,7.4,143.26,9.59,16.7,83.88,90,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Api2']"
0,11.28,8.01,165.26,10.08,17.13,83.84,150,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Api2']"
0,11.07,7.57,150.63,9.89,17.31,83.74,220,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Api2']"
0,11.98,8.07,146.54,10.7,19.03,83.68,365,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Api2']"
0,12.95,8.58,176.69,11.57,20.85,83.68,No Rolling,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Api2']"
0,15.67,9.73,157.9,14.0,25.3,82.56,7,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Prevision_Demanda']"
0,12.98,8.27,111.82,11.6,21.03,83.6,21,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Prevision_Demanda']"
0,11.49,7.86,125.66,10.26,18.2,83.87,30,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Prevision_Demanda']"
0,10.6,6.97,151.23,9.47,16.85,84.09,60,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Prevision_Demanda']"
0,10.71,7.37,147.22,9.57,16.64,83.86,90,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Prevision_Demanda']"
0,11.02,7.6,143.67,9.85,16.93,83.73,150,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Prevision_Demanda']"
0,11.0,7.39,150.98,9.83,17.23,83.56,220,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Prevision_Demanda']"
0,12.13,8.1,151.1,10.84,18.97,83.51,365,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Prevision_Demanda']"
0,13.01,8.76,174.58,11.63,20.66,83.45,No Rolling,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Prevision_Demanda']"
0,15.67,9.73,157.9,14.0,25.3,82.56,7,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Prevision_Eol_Fotov']"
0,12.98,8.27,111.82,11.6,21.03,83.6,21,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Prevision_Eol_Fotov']"
0,11.49,7.86,125.66,10.26,18.2,83.87,30,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Prevision_Eol_Fotov']"
0,10.6,6.97,151.23,9.47,16.85,84.09,60,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Prevision_Eol_Fotov']"
0,10.71,7.37,147.22,9.57,16.64,83.86,90,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Prevision_Eol_Fotov']"
0,11.02,7.6,143.67,9.85,16.93,83.73,150,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Prevision_Eol_Fotov']"
0,11.0,7.39,150.98,9.83,17.23,83.56,220,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Prevision_Eol_Fotov']"
0,12.13,8.1,151.1,10.84,18.97,83.51,365,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Prevision_Eol_Fotov']"
0,13.01,8.76,174.58,11.63,20.66,83.45,No Rolling,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Prevision_Eol_Fotov']"
0,16.22,9.8,152.6,14.49,27.2,82.53,7,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Temperatura']"
0,12.91,8.32,112.28,11.53,20.87,83.53,21,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'Temperatura']"
