Fecha,Pred,Real,MAE,MAPE
2021-04-13 18:00:00,68.42431533893878,74.32,5.89568466106121,7.932837272687313
2021-04-13 19:00:00,74.04053239191848,80.85,6.809467608081519,8.422347072457043
2021-04-13 20:00:00,78.77690298068555,88.32,9.543097019314445,10.805137023680304
2021-04-13 21:00:00,78.69711409548172,86.72,8.022885904518276,9.251482823475872
2021-04-13 22:00:00,73.9847418359909,80.76,6.775258164009102,8.389373655286159
2021-04-13 23:00:00,70.3015064802241,78.98,8.678493519775898,10.988216662162444
2021-04-14 00:00:00,75.30010425508738,78.0,2.6998957449126237,3.4614048011700302
2021-04-14 01:00:00,71.51487296800934,72.0,0.48512703199065754,0.6737875444314688
2021-04-14 02:00:00,68.793361365864,70.45,1.6566386341360015,2.351509771662174
2021-04-14 03:00:00,67.73929396411734,69.05,1.31070603588266,1.898198458917683
2021-04-14 04:00:00,67.25717065751824,68.0,0.7428293424817554,1.0923960918849345
2021-04-14 05:00:00,69.9256721227216,70.66,0.7343278772784032,1.0392412641924758
2021-04-14 06:00:00,74.82520909158009,78.51,3.684790908419913,4.693403271455755
2021-04-14 07:00:00,80.85823936240718,83.3,2.4417606375928216,2.9312852792230752
2021-04-14 08:00:00,83.94892886908625,88.41,4.461071130913751,5.045889753324004
2021-04-14 09:00:00,81.69288427747513,85.64,3.9471157225248703,4.608962777352721
2021-04-14 10:00:00,78.4363596166704,81.0,2.5636403833295986,3.1649881275674057
2021-04-14 11:00:00,74.70034426189002,77.69,2.989655738109974,3.848186044677531
2021-04-14 12:00:00,73.18484984327466,72.31,0.8748498432746601,1.2098601068658001
2021-04-14 13:00:00,70.69088690972444,67.97,2.7208869097244417,4.003070339450407
2021-04-14 14:00:00,67.11232594122875,66.1,1.0123259412287524,1.5315067189542397
2021-04-14 15:00:00,65.73096434111304,61.97,3.760964341113038,6.069008134763656
2021-04-14 16:00:00,64.79145567333103,62.23,2.5614556733310323,4.116110675447585
2021-04-14 17:00:00,66.88760969089543,65.96,0.9276096908954372,1.4063215447171578
2021-04-14 18:00:00,70.0362572557557,73.19,3.1537427442442976,4.308980385632323
2021-04-14 19:00:00,73.3247826425108,75.28,1.9552173574892038,2.597260039172694
2021-04-14 20:00:00,76.9620453326585,78.51,1.5479546673415001,1.971665606090307
2021-04-14 21:00:00,78.19308921674262,81.7,3.506910783257382,4.292424459311361
2021-04-14 22:00:00,71.34963090288387,76.51,5.160369097116131,6.744698859124469
2021-04-14 23:00:00,67.09813064526134,70.52,3.4218693547386607,4.852338846764976
2021-04-15 00:00:00,64.06180316419153,65.84,1.7781968358084725,2.7007849875584333
2021-04-15 01:00:00,59.88866324706724,62.97,3.0813367529327564,4.893340881265296
